enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
9059,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,26,0.0000
27233,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,3,1.0000
30763,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,17,1.0000
12383,city_14,0.698,,Has relevent experience,no_enrollment,Graduate,Business Degree,13,<10,Pvt Ltd,1,278,0.0000
16428,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,,2,14,1.0000
3074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,1,20,0.0000
18577,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,62,1.0000
26667,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,17,1.0000
16761,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,>4,60,0.0000
953,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,14,0.0000
22702,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,40,0.0000
20533,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,65,0.0000
26444,city_149,0.689,,Has relevent experience,Full time course,Masters,STEM,3,Oct-49,Public Sector,>4,56,1.0000
6617,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,8,1.0000
1664,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,5,,Public Sector,2,141,1.0000
13312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,1,9,1.0000
5051,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,18,1.0000
27122,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,128,0.0000
13663,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,,,>4,51,0.0000
30803,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,18,1.0000
29610,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,1,45,1.0000
24856,city_160,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,39,0.0000
27478,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,19,,,1,64,1.0000
24844,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,,,never,15,1.0000
13444,city_114,0.926,Other,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,139,0.0000
20446,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Early Stage Startup,1,244,1.0000
4296,city_71,0.884,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Funded Startup,>4,58,0.0000
23167,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,3,,,1,147,0.0000
33297,city_126,0.479,,Has relevent experience,Full time course,,,>20,<10,Public Sector,>4,19,1.0000
32407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,242,0.0000
32501,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,9,,Pvt Ltd,1,11,0.0000
18350,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,50-99,Pvt Ltd,1,20,1.0000
26286,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Early Stage Startup,1,124,0.0000
2526,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,72,0.0000
26269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,47,0.0000
8862,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,162,1.0000
19713,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,59,0.0000
4104,city_41,0.827,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,96,0.0000
30230,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,258,1.0000
14437,city_152,0.698,,No relevent experience,Full time course,Graduate,STEM,4,,,,17,1.0000
396,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Funded Startup,4,12,0.0000
21730,city_114,0.926,,Has relevent experience,no_enrollment,High School,,9,5000-9999,,,64,0.0000
9720,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,4,96,0.0000
26319,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Public Sector,1,47,0.0000
11921,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,36,0.0000
12918,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,5000-9999,Public Sector,4,31,0.0000
13234,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Early Stage Startup,>4,25,1.0000
20788,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,24,1.0000
19380,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,3,44,1.0000
5852,city_20,0.796,,No relevent experience,no_enrollment,Graduate,Humanities,7,100-500,,1,114,0.0000
26206,city_160,0.92,,No relevent experience,no_enrollment,Graduate,Arts,12,100-500,,1,70,0.0000
8417,city_136,0.897,,No relevent experience,no_enrollment,High School,,8,,,,18,0.0000
4780,city_138,0.836,Other,No relevent experience,no_enrollment,Primary School,,<1,,Pvt Ltd,never,8,0.0000
12186,city_159,0.843,,No relevent experience,no_enrollment,Graduate,STEM,14,Oct-49,Public Sector,4,122,0.0000
29233,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,5,0.0000
18321,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,18,0.0000
25771,city_114,0.926,Male,No relevent experience,Full time course,Masters,Other,8,10000+,Public Sector,4,134,0.0000
6514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,19,0.0000
7763,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,3,,Pvt Ltd,,56,1.0000
901,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,4,11,0.0000
10267,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,>20,,,never,72,0.0000
2474,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,81,0.0000
10054,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Funded Startup,4,52,0.0000
16767,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,124,0.0000
17256,city_64,0.666,Male,Has relevent experience,no_enrollment,High School,,6,Oct-49,Early Stage Startup,1,19,0.0000
20557,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,29,1.0000
18784,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,11,5000-9999,NGO,>4,90,0.0000
21160,city_13,0.827,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,77,1.0000
24527,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,130,0.0000
16927,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Other,17,,,1,24,1.0000
19549,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,3,56,1.0000
15987,city_159,0.843,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Public Sector,1,4,0.0000
30597,city_9,0.743,Male,Has relevent experience,no_enrollment,Primary School,,3,<10,Other,1,4,0.0000
17580,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,61,0.0000
2206,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,11,100-500,Pvt Ltd,2,200,0.0000
10901,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162,0.0000
6286,city_116,0.743,,Has relevent experience,Part time course,Masters,STEM,2,<10,Pvt Ltd,1,58,0.0000
33168,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,29,1.0000
28497,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,46,1.0000
931,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,6,0.0000
5579,city_89,0.925,Male,No relevent experience,no_enrollment,High School,,11,,Pvt Ltd,never,35,0.0000
22350,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,,1,210,0.0000
25365,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,14,,,>4,64,0.0000
27270,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,never,21,0.0000
30250,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Funded Startup,3,154,0.0000
6004,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,10,1.0000
9675,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,100-500,Pvt Ltd,1,154,0.0000
11141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,49,0.0000
12143,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,>20,500-999,NGO,2,24,0.0000
33190,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,3,10,0.0000
2129,city_28,0.939,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,,105,0.0000
4673,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,3,18,0.0000
2728,city_90,0.698,,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,29,0.0000
18736,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Funded Startup,1,37,0.0000
19772,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,,21,1.0000
29911,city_114,0.926,Male,No relevent experience,no_enrollment,,,7,,,never,106,0.0000
18353,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,37,0.0000
26857,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,46,0.0000
11590,city_136,0.897,Male,No relevent experience,Part time course,Graduate,Arts,2,1000-4999,Pvt Ltd,2,40,0.0000
8262,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,8,,Public Sector,1,146,1.0000
14668,city_134,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,48,0.0000
17104,city_103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,3,84,0.0000
764,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,0.0000
32234,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,,2,36,1.0000
7149,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61,0.0000
6119,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,0.0000
17974,city_24,0.698,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,15,0.0000
29411,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,36,0.0000
17089,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,6,,,never,320,0.0000
4096,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,124,0.0000
29066,city_158,0.766,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,19,1.0000
15456,city_136,0.897,,Has relevent experience,no_enrollment,Graduate,Humanities,2,<10,Early Stage Startup,1,75,0.0000
16139,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,Oct-49,Pvt Ltd,4,11,0.0000
18243,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,15,,,1,78,0.0000
3935,city_162,0.767,Male,No relevent experience,no_enrollment,High School,,8,,Pvt Ltd,never,65,0.0000
18954,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,1,500-999,Public Sector,1,165,0.0000
20256,city_65,0.802,Male,No relevent experience,no_enrollment,Masters,Business Degree,3,1000-4999,Pvt Ltd,1,34,0.0000
30850,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,65,0.0000
19893,city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,98,1.0000
27518,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,6,0.0000
26297,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,2,54,1.0000
1160,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,10000+,Pvt Ltd,>4,45,0.0000
27014,city_16,0.91,,No relevent experience,no_enrollment,High School,,4,,,never,57,0.0000
8824,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,1,13,1.0000
29439,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,12,500-999,Funded Startup,1,121,0.0000
5068,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,1,55,0.0000
30554,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,118,0.0000
12255,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,40,0.0000
14554,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,100,1.0000
24931,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,83,0.0000
23149,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,19,0.0000
23158,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,10000+,,2,94,0.0000
8156,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,8,0.0000
22015,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,36,0.0000
16237,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,,,1,138,1.0000
23067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,41,0.0000
16502,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,36,0.0000
31714,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,51,0.0000
7260,city_37,0.794,,No relevent experience,no_enrollment,Graduate,STEM,5,,,,113,0.0000
15333,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,10,0.0000
2289,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,28,0.0000
19025,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,7,10000+,Public Sector,>4,6,1.0000
22223,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,NGO,>4,12,0.0000
4860,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,>4,61,0.0000
7556,city_40,0.776,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,330,0.0000
11501,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,29,1.0000
23920,city_103,0.92,,No relevent experience,Full time course,High School,,<1,,,,46,0.0000
17844,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,3,97,0.0000
1448,city_175,0.776,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,13,1.0000
7302,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,15,0.0000
6659,city_152,0.698,,Has relevent experience,no_enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,2,24,0.0000
33278,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,never,236,0.0000
26167,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Oct-49,Early Stage Startup,1,83,0.0000
17057,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,2,4,0.0000
12195,city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,77,0.0000
380,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,110,0.0000
30615,city_14,0.698,Male,No relevent experience,Full time course,High School,,7,,Pvt Ltd,never,6,0.0000
10920,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,1,106,0.0000
21542,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,59,0.0000
13298,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,140,0.0000
22627,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,1,Oct-49,Pvt Ltd,1,140,0.0000
9185,city_83,0.923,Male,Has relevent experience,Full time course,High School,,4,,,2,42,0.0000
1149,city_46,0.762,,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,,2,83,0.0000
9349,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,14,50-99,Pvt Ltd,3,8,0.0000
2267,city_10,0.895,Male,Has relevent experience,Part time course,High School,,13,50-99,Pvt Ltd,2,172,0.0000
10490,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,1.0000
14475,city_114,0.926,,Has relevent experience,no_enrollment,,,>20,1000-4999,Pvt Ltd,never,123,0.0000
30465,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,3,174,0.0000
29532,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,33,0.0000
31327,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,130,0.0000
13522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,78,1.0000
10531,city_71,0.884,,Has relevent experience,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,1,184,0.0000
13013,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,65,0.0000
27849,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,134,1.0000
21743,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,<1,500-999,Pvt Ltd,4,45,0.0000
17530,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,3,72,0.0000
5959,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,6,100-500,Pvt Ltd,,172,1.0000
16402,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,112,0.0000
16615,city_162,0.767,,Has relevent experience,no_enrollment,Graduate,,16,,,,43,0.0000
31134,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,278,0.0000
27600,city_57,0.866,Male,No relevent experience,Full time course,High School,,16,,,never,130,0.0000
13594,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,112,1.0000
10383,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,66,0.0000
30363,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,>4,94,0.0000
12004,city_45,0.89,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,2,108,0.0000
8094,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,214,1.0000
5215,city_115,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,130,0.0000
10405,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,35,0.0000
25798,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,12,0.0000
19855,city_64,0.666,Male,Has relevent experience,Part time course,,,5,50-99,Pvt Ltd,2,116,0.0000
20316,city_149,0.689,Male,Has relevent experience,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,1,9,0.0000
8282,city_142,0.727,,Has relevent experience,Part time course,Masters,STEM,8,100-500,Pvt Ltd,>4,11,0.0000
14430,city_21,0.624,,Has relevent experience,no_enrollment,High School,,3,Oct-49,Early Stage Startup,,118,1.0000
19993,city_73,0.754,Male,No relevent experience,no_enrollment,High School,,6,100-500,Public Sector,never,100,0.0000
10236,city_114,0.926,,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,5,0.0000
23720,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,2,90,0.0000
30818,city_114,0.926,Male,No relevent experience,Full time course,High School,,9,,,never,122,0.0000
30163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,0.0000
10094,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,>4,24,0.0000
20008,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,146,0.0000
9604,city_21,0.624,,No relevent experience,no_enrollment,,,1,,,never,10,1.0000
32500,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,NGO,4,80,1.0000
21879,city_28,0.939,,No relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,2,72,0.0000
5869,city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,54,0.0000
28110,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,0.0000
25514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,Oct-49,Funded Startup,1,75,0.0000
3008,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,16,1.0000
21289,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,Oct-49,Pvt Ltd,3,6,1.0000
8069,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,2,39,0.0000
11538,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,<1,,,never,29,1.0000
21472,city_21,0.624,,Has relevent experience,no_enrollment,,,4,,,1,48,1.0000
26001,city_7,0.647,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,18,0.0000
1844,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,100,0.0000
29775,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,50,0.0000
9951,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,NGO,1,152,0.0000
5336,city_73,0.754,Male,Has relevent experience,Part time course,High School,,5,Oct-49,Funded Startup,2,57,0.0000
14514,city_21,0.624,Male,No relevent experience,Full time course,High School,,8,,,never,111,0.0000
26983,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,78,1.0000
4833,city_67,0.855,Male,No relevent experience,Full time course,High School,,9,,,1,19,0.0000
24731,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,100-500,Pvt Ltd,2,75,0.0000
21114,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,1,,,never,99,1.0000
4406,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,51,1.0000
19539,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,>4,9,0.0000
6535,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,100,1.0000
29993,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,56,1.0000
11665,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,0.0000
32410,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,86,0.0000
6634,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,78,0.0000
21068,city_1,0.847,Male,Has relevent experience,no_enrollment,,,19,Oct-49,Pvt Ltd,>4,30,0.0000
5975,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,7,1.0000
18211,city_73,0.754,,No relevent experience,no_enrollment,Graduate,STEM,8,,,3,69,1.0000
9336,city_165,0.903,,No relevent experience,Full time course,High School,,2,50-99,NGO,1,18,0.0000
989,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,25,1.0000
30931,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,192,1.0000
21561,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,13,50-99,,1,24,1.0000
23580,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,4,,,2,92,1.0000
31411,city_23,0.899,Other,Has relevent experience,no_enrollment,,,9,,,1,42,0.0000
18783,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,102,1.0000
30364,city_21,0.624,,No relevent experience,,,,1,,,1,62,1.0000
8984,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,25,0.0000
169,city_98,0.949,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,,62,0.0000
17768,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,41,1.0000
29839,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,,,1,42,1.0000
29020,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,72,1.0000
26326,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,65,1.0000
